Unnamed: 0,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,x,y,z,cores,first_name,gender
430,204453,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,Natália Bonavides,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RN,56,https://www.camara.leg.br/internet/deputado/bandep/204453.jpg,0.0128604276105761,-0.3158265054225921,0.1321545243263244,#FF0000,Natália,Feminino
431,204479,https://dadosabertos.camara.leg.br/api/v2/deputados/204479,Nicoletti,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,RR,56,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg,0.2183247357606887,0.2013023495674133,-0.108461670577526,#7ADAC5,Nicoletti,Masculino
432,204498,https://dadosabertos.camara.leg.br/api/v2/deputados/204498,Olival Marques,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,PA,56,https://www.camara.leg.br/internet/deputado/bandep/204498.jpg,0.035761535167694,-0.0974678322672844,-0.1489385217428207,#5C55FC,Olival,Masculino
433,204573,https://dadosabertos.camara.leg.br/api/v2/deputados/204573,Otto Alencar Filho,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204573.jpg,0.1483810245990753,-0.0881866216659545,0.0753770992159843,#BDB76B,Otto,Masculino
434,178860,https://dadosabertos.camara.leg.br/api/v2/deputados/178860,Paulo Azi,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,BA,56,https://www.camara.leg.br/internet/deputado/bandep/178860.jpg,0.0002354965254198,-0.075597696006298,-0.2621428072452545,#5C55FC,Paulo,Masculino
435,90201,https://dadosabertos.camara.leg.br/api/v2/deputados/90201,Pedro Augusto Bezerra,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,CE,56,https://www.camara.leg.br/internet/deputado/bandep/90201.jpg,-0.0557083785533905,0.0279297214001417,0.1104160025715828,#FFDAB9,Pedro,Masculino
436,215045,https://dadosabertos.camara.leg.br/api/v2/deputados/215045,Pedro Augusto Palareti,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/215045.jpg,0.2600162923336029,0.1185147613286972,0.0464631728827953,#BDB76B,Pedro,Masculino
437,217330,https://dadosabertos.camara.leg.br/api/v2/deputados/217330,Pedro Dalua,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,AP,56,https://www.camara.leg.br/internet/deputado/bandep/217330.jpg,0.0759238302707672,0.2723382711410522,-0.1561851054430008,#FF1493,Pedro,Masculino
438,122974,https://dadosabertos.camara.leg.br/api/v2/deputados/122974,Pedro Lucas Fernandes,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,MA,56,https://www.camara.leg.br/internet/deputado/bandep/122974.jpg,-0.1108133271336555,0.1567831635475158,0.1086185276508331,#FFDAB9,Pedro,Masculino
439,178844,https://dadosabertos.camara.leg.br/api/v2/deputados/178844,Pedro Vilela,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AL,56,https://www.camara.leg.br/internet/deputado/bandep/178844.jpg,0.0948645398020744,-0.1183885335922241,-0.1482804417610168,#0072C6,Pedro,Masculino
440,73943,https://dadosabertos.camara.leg.br/api/v2/deputados/73943,Perpétua Almeida,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,AC,56,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg,-0.2215467691421508,-0.1677558869123459,0.1738850027322769,#FF69B4,Perpétua,Feminino
441,204565,https://dadosabertos.camara.leg.br/api/v2/deputados/204565,Professora Dayane Pimentel,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204565.jpg,-0.0470666103065013,-0.1370283514261245,-0.1714124977588653,#7ADAC5,Professora,Feminino
442,204467,https://dadosabertos.camara.leg.br/api/v2/deputados/204467,Professora Rosa Neide,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MT,56,https://www.camara.leg.br/internet/deputado/bandep/204467.jpg,-0.0144505472853779,-0.285970389842987,0.0623527765274047,#FF0000,Professora,Feminino
443,178920,https://dadosabertos.camara.leg.br/api/v2/deputados/178920,Ricardo Teobaldo,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,PE,56,https://www.camara.leg.br/internet/deputado/bandep/178920.jpg,0.0244986750185489,-0.0783065259456634,-0.2493837773799896,#228B22,Ricardo,Masculino
444,204366,https://dadosabertos.camara.leg.br/api/v2/deputados/204366,Rodrigo Coelho,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SC,56,https://www.camara.leg.br/internet/deputado/bandep/204366.jpg,-0.1893483102321624,-0.0166378915309906,-0.1168369054794311,#228B22,Rodrigo,Masculino
445,204525,https://dadosabertos.camara.leg.br/api/v2/deputados/204525,Rosana Valle,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204525.jpg,0.0956815332174301,-0.0860481113195419,0.2430671751499176,#FFD700,Rosana,Feminino
446,204357,https://dadosabertos.camara.leg.br/api/v2/deputados/204357,Rose Modesto,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MS,56,https://www.camara.leg.br/internet/deputado/bandep/204357.jpg,-0.1620919704437255,0.0134514458477497,0.1290574818849563,#0072C6,Rose,Masculino
447,178935,https://dadosabertos.camara.leg.br/api/v2/deputados/178935,Rossoni,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178935.jpg,0.0907476991415023,0.0229598768055439,0.0530968084931373,#0072C6,Rossoni,Masculino
448,204360,https://dadosabertos.camara.leg.br/api/v2/deputados/204360,Silvia Cristina,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RO,56,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg,-0.2240573465824127,-0.1111142113804817,0.0253363624215126,#2E8B57,Silvia,Feminino
449,92776,https://dadosabertos.camara.leg.br/api/v2/deputados/92776,Stefano Aguiar,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,MG,56,https://www.camara.leg.br/internet/deputado/bandep/92776.jpg,-0.0326810404658317,0.217441514134407,-0.0117566157132387,#BDB76B,Stefano,Masculino
450,204466,https://dadosabertos.camara.leg.br/api/v2/deputados/204466,Tereza Nelma,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AL,56,https://www.camara.leg.br/internet/deputado/bandep/204466.jpg,0.2217234969139099,-0.1183363795280456,0.1095269918441772,#0072C6,Tereza,Feminino
451,160976,https://dadosabertos.camara.leg.br/api/v2/deputados/160976,Tiririca,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/160976.jpg,-0.1344300210475921,0.0165915377438068,0.2082968801259994,#8B0000,Tiririca,Feminino
452,178934,https://dadosabertos.camara.leg.br/api/v2/deputados/178934,Toninho Wandscheer,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178934.jpg,0.148743987083435,0.2269838899374008,-0.0562116540968418,#00CED1,Toninho,Masculino
