Unnamed: 0,index,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,x,y,z,cores,top_1_deputy,top_2_deputy,top_3_deputy,top_4_deputy,top_5_deputy,top_6_deputy,top_7_deputy,top_8_deputy,top_9_deputy,top_10_deputy,distance,first_name,gender
270,270,204498,https://dadosabertos.camara.leg.br/api/v2/deputados/204498,Olival Marques,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PA,56,https://www.camara.gov.br/internet/deputado/bandep/204498.jpg,-0.2217660844326019,-0.1723057627677917,0.1758932322263717,#006400,217.0,286.0,351.0,194.0,138.0,123.0,150.0,68.0,184.0,58.0,0.3313727526979229,Olival,Masculino
271,271,74399,https://dadosabertos.camara.leg.br/api/v2/deputados/74399,Onyx Lorenzoni,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RS,56,https://www.camara.gov.br/internet/deputado/bandep/74399.jpg,-0.2496019452810287,-0.1238122805953025,0.3950115442276001,#8B0000,,,,,,,,,,,0.48338880002267,Onyx,Masculino
272,272,178987,https://dadosabertos.camara.leg.br/api/v2/deputados/178987,Orlando Silva,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,SP,56,https://www.camara.gov.br/internet/deputado/bandep/178987.jpg,-0.117138497531414,0.4039796888828277,0.3301821947097778,#FF69B4,,,,,,,,,,,0.5347347925253685,Orlando,Masculino
273,273,73463,https://dadosabertos.camara.leg.br/api/v2/deputados/73463,Osmar Serraglio,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PR,56,https://www.camara.gov.br/internet/deputado/bandep/73463.jpg,-0.1139508187770843,-0.3653894066810608,0.0269024781882762,#00BFFF,217.0,99.0,194.0,351.0,37.0,150.0,138.0,220.0,130.0,423.0,0.3836899150973038,Osmar,Masculino
274,274,73692,https://dadosabertos.camara.leg.br/api/v2/deputados/73692,Osmar Terra,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RS,56,https://www.camara.gov.br/internet/deputado/bandep/73692.jpg,0.2210287898778915,-0.4623117744922638,0.0189842954277992,#006400,211.0,,,,,,,,,,0.5127829036365787,Osmar,Masculino
275,275,204422,https://dadosabertos.camara.leg.br/api/v2/deputados/204422,Ossesio Silva,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PE,56,https://www.camara.gov.br/internet/deputado/bandep/204422.jpg,0.0416583977639675,-0.0624259933829307,0.2307415306568145,#FF7F00,423.0,48.0,210.0,192.0,180.0,99.0,217.0,138.0,194.0,96.0,0.2426398168560887,Ossesio,Masculino
276,276,204573,https://dadosabertos.camara.leg.br/api/v2/deputados/204573,Otto Alencar Filho,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204573.jpg,-0.2839244604110718,0.2232314199209213,-0.0084713231772184,#BDB76B,,,,,,,,,,,0.3612715452066518,Otto,Masculino
277,277,160642,https://dadosabertos.camara.leg.br/api/v2/deputados/160642,Pastor Eurico,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PE,56,https://www.camara.gov.br/internet/deputado/bandep/160642.jpg,0.031706515699625,-0.1884187012910843,0.1377364993095398,#8B0000,68.0,99.0,176.0,138.0,234.0,122.0,379.0,37.0,117.0,150.0,0.2355382206268788,Pastor,Masculino
278,278,204553,https://dadosabertos.camara.leg.br/api/v2/deputados/204553,Pastor Sargento Isidório,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204553.jpg,0.1222949549555778,0.2445312738418579,0.1202486678957939,#DC143C,,,,,,,,,,,0.2986826778121246,Pastor,Masculino
279,279,74160,https://dadosabertos.camara.leg.br/api/v2/deputados/74160,Patrus Ananias,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,https://www.camara.gov.br/internet/deputado/bandep/74160.jpg,0.0692239850759506,0.5592209100723267,-0.0991147458553314,#FF0000,54.0,116.0,137.0,244.0,327.0,367.0,,,,,0.5721395976664119,Patrus,Masculino
280,280,204377,https://dadosabertos.camara.leg.br/api/v2/deputados/204377,Paula Belmonte,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,DF,56,https://www.camara.gov.br/internet/deputado/bandep/204377.jpg,-0.0657428428530693,0.2069724053144455,-0.0335507579147815,#FFC0CB,,,,,,,,,,,0.2197392802953235,Paula,Feminino
281,281,171617,https://dadosabertos.camara.leg.br/api/v2/deputados/171617,Paulão,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,AL,56,https://www.camara.gov.br/internet/deputado/bandep/171617.jpg,-0.0172029864042997,0.5133599638938904,-0.0753992795944213,#FF0000,114.0,288.0,240.0,260.0,54.0,469.0,34.0,155.0,183.0,40.0,0.5191526236413726,Paulão,Masculino
282,282,141516,https://dadosabertos.camara.leg.br/api/v2/deputados/141516,Paulo Abi-Ackel,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MG,56,https://www.camara.gov.br/internet/deputado/bandep/141516.jpg,-0.4208488166332245,0.0278550721704959,-0.2387405335903167,#0072C6,,,,,,,,,,,0.4846510846848463,Paulo,Masculino
283,283,204538,https://dadosabertos.camara.leg.br/api/v2/deputados/204538,Paulo Bengtson,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,PA,56,https://www.camara.gov.br/internet/deputado/bandep/204538.jpg,0.2175695151090622,-0.2752355337142944,-0.1605338156223297,#FFDAB9,,,,,,,,,,,0.3858266435616507,Paulo,Masculino
284,284,193726,https://dadosabertos.camara.leg.br/api/v2/deputados/193726,Paulo Eduardo Martins,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PR,56,https://www.camara.gov.br/internet/deputado/bandep/193726.jpg,-0.0176965054124593,-0.291820764541626,0.0812665373086929,#8B0000,,,,,,,,,,,0.3034415512213472,Paulo,Masculino
285,285,160517,https://dadosabertos.camara.leg.br/api/v2/deputados/160517,Paulo Foletto,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,ES,56,https://www.camara.gov.br/internet/deputado/bandep/160517.jpg,-0.3003629744052887,0.3855349421501159,0.3007895946502685,#FFD700,,,,,,,,,,,0.573872362343891,Paulo,Masculino
286,286,160558,https://dadosabertos.camara.leg.br/api/v2/deputados/160558,Paulo Freire Costa,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.gov.br/internet/deputado/bandep/160558.jpg,-0.1504110246896743,-0.3159840404987335,-0.1713402569293975,#8B0000,99.0,37.0,138.0,150.0,117.0,220.0,68.0,234.0,176.0,145.0,0.3896496809221522,Paulo,Masculino
287,287,204461,https://dadosabertos.camara.leg.br/api/v2/deputados/204461,Paulo Ganime,NOVO,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/204461.jpg,0.2358463257551193,0.1817929446697235,-0.3350670635700226,#004445,1.0,16.0,144.0,213.0,228.0,349.0,360.0,,,,0.4482656591724561,Paulo,Masculino
288,288,204492,https://dadosabertos.camara.leg.br/api/v2/deputados/204492,Paulo Guedes,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,https://www.camara.gov.br/internet/deputado/bandep/204492.jpg,0.0943849012255668,0.5494916439056396,0.0041376198641955,#FF0000,281.0,260.0,54.0,114.0,240.0,469.0,34.0,183.0,327.0,155.0,0.5575542092026773,Paulo,Masculino
289,289,74574,https://dadosabertos.camara.leg.br/api/v2/deputados/74574,Paulo Magalhães,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,https://www.camara.gov.br/internet/deputado/bandep/74574.jpg,0.1087758168578147,-0.3117589950561523,-0.1274249106645584,#BDB76B,,,,,,,,,,,0.3539250728464678,Paulo,Masculino
290,290,74400,https://dadosabertos.camara.leg.br/api/v2/deputados/74400,Paulo Pimenta,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,56,https://www.camara.gov.br/internet/deputado/bandep/74400.jpg,-0.2402926385402679,0.4722076952457428,-0.0335063748061656,#FF0000,310.0,54.0,207.0,40.0,327.0,469.0,15.0,455.0,52.0,240.0,0.5308891944074502,Paulo,Masculino
291,291,90201,https://dadosabertos.camara.leg.br/api/v2/deputados/90201,Pedro Augusto Bezerra,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,https://www.camara.gov.br/internet/deputado/bandep/90201.jpg,-0.2564847469329834,0.3261879980564117,-0.1142224222421646,#2E8B57,,,,,,,,,,,0.430383314300396,Pedro,Masculino
292,292,215045,https://dadosabertos.camara.leg.br/api/v2/deputados/215045,Pedro Augusto Palareti,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/215045.jpg,-0.3466405868530273,0.0463133864104747,-0.2194044739007949,#00BFFF,159.0,,,,,,,,,,0.4128473681426365,Pedro,Masculino
293,293,178912,https://dadosabertos.camara.leg.br/api/v2/deputados/178912,Pedro Cunha Lima,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,PB,56,https://www.camara.gov.br/internet/deputado/bandep/178912.jpg,-0.3533564507961273,0.1403597742319107,0.3907454013824463,#0072C6,,,,,,,,,,,0.5452005284692945,Pedro,Masculino
294,294,122974,https://dadosabertos.camara.leg.br/api/v2/deputados/122974,Pedro Lucas Fernandes,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,MA,56,https://www.camara.gov.br/internet/deputado/bandep/122974.jpg,0.0452408902347087,0.1189814135432243,-0.3144153952598572,#8B4513,194.0,88.0,217.0,125.0,351.0,72.0,201.0,37.0,184.0,273.0,0.339205477099626,Pedro,Masculino
295,295,204395,https://dadosabertos.camara.leg.br/api/v2/deputados/204395,Pedro Lupion,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PR,56,https://www.camara.gov.br/internet/deputado/bandep/204395.jpg,-0.1534807831048965,-0.4240053594112396,-0.0472328588366508,#00BFFF,,,,,,,,,,,0.4533958960399065,Pedro,Masculino
296,296,160604,https://dadosabertos.camara.leg.br/api/v2/deputados/160604,Pedro Uczai,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SC,56,https://www.camara.gov.br/internet/deputado/bandep/160604.jpg,-0.1843188405036926,0.4909621179103851,0.1222167834639549,#FF0000,260.0,281.0,288.0,54.0,116.0,469.0,137.0,183.0,34.0,114.0,0.5384739346968911,Pedro,Masculino
297,297,178844,https://dadosabertos.camara.leg.br/api/v2/deputados/178844,Pedro Vilela,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AL,56,https://www.camara.gov.br/internet/deputado/bandep/178844.jpg,0.3317223787307739,-0.037246860563755,0.1511039435863495,#0072C6,,,,,,,,,,,0.3664143377926217,Pedro,Masculino
298,298,204406,https://dadosabertos.camara.leg.br/api/v2/deputados/204406,Pedro Westphalen,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RS,56,https://www.camara.gov.br/internet/deputado/bandep/204406.jpg,-0.2447515428066253,-0.3411774337291717,0.1516332328319549,#00BFFF,220.0,234.0,384.0,176.0,273.0,332.0,138.0,217.0,37.0,118.0,0.4464280415602458,Pedro,Masculino
299,299,204524,https://dadosabertos.camara.leg.br/api/v2/deputados/204524,Pinheirinho,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MG,56,https://www.camara.gov.br/internet/deputado/bandep/204524.jpg,-0.2590795159339905,0.0189707148820161,-0.3488114178180694,#00BFFF,,,,,,,,,,,0.4349154961598601,Pinheirinho,Masculino
300,300,204529,https://dadosabertos.camara.leg.br/api/v2/deputados/204529,Policial Katia Sastre,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.gov.br/internet/deputado/bandep/204529.jpg,0.3128182291984558,-0.1569645702838897,-0.0795547813177108,#8B0000,99.0,138.0,150.0,37.0,234.0,217.0,68.0,220.0,176.0,379.0,0.3589179350126886,Policial,Masculino
301,301,73486,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,Pompeo de Mattos,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RS,56,https://www.camara.gov.br/internet/deputado/bandep/73486.jpg,0.3368715345859527,0.2976717948913574,-0.1390242874622345,#2E8B57,,,,,,,,,,,0.4705514645525174,Pompeo,Masculino
302,302,160601,https://dadosabertos.camara.leg.br/api/v2/deputados/160601,Pr. Marco Feliciano,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.gov.br/internet/deputado/bandep/160601.jpg,0.0421923287212848,-0.3173563182353973,0.2973018288612366,#8B0000,138.0,99.0,201.0,145.0,77.0,150.0,217.0,234.0,37.0,68.0,0.4369022805743724,Pr.,Masculino
303,303,204390,https://dadosabertos.camara.leg.br/api/v2/deputados/204390,Professor Alcides,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,GO,56,https://www.camara.gov.br/internet/deputado/bandep/204390.jpg,0.2267953604459762,-0.3554805815219879,-0.1075522825121879,#8B0000,138.0,220.0,150.0,37.0,118.0,176.0,99.0,217.0,117.0,234.0,0.4351667184339956,Professor,Masculino
304,304,204383,https://dadosabertos.camara.leg.br/api/v2/deputados/204383,Professor Israel Batista,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,DF,56,https://www.camara.gov.br/internet/deputado/bandep/204383.jpg,-0.1479189097881317,0.5591844916343689,-0.135372906923294,#FFD700,10.0,17.0,39.0,40.0,43.0,231.0,432.0,494.0,,,0.5940480817965494,Professor,Masculino
305,305,160641,https://dadosabertos.camara.leg.br/api/v2/deputados/160641,Professora Marcivania,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,AP,56,https://www.camara.gov.br/internet/deputado/bandep/160641.jpg,0.1009304970502853,0.4228745400905609,0.2875281572341919,#FF69B4,17.0,51.0,54.0,326.0,451.0,475.0,,,,,0.5212315062370186,Professora,Feminino
306,306,204467,https://dadosabertos.camara.leg.br/api/v2/deputados/204467,Professora Rosa Neide,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MT,56,https://www.camara.gov.br/internet/deputado/bandep/204467.jpg,-0.1013968586921691,0.4940855503082275,-0.1069852262735366,#FF0000,260.0,116.0,54.0,183.0,27.0,114.0,40.0,240.0,267.0,269.0,0.5156042015119966,Professora,Feminino
307,307,178951,https://dadosabertos.camara.leg.br/api/v2/deputados/178951,Rafael Motta,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RN,56,https://www.camara.gov.br/internet/deputado/bandep/178951.jpg,0.0185987539589405,0.2667158246040344,0.3725520670413971,#FFD700,,,,,,,,,,,0.4585611054154646,Rafael,Masculino
308,308,204567,https://dadosabertos.camara.leg.br/api/v2/deputados/204567,Raimundo Costa,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,BA,56,https://www.camara.gov.br/internet/deputado/bandep/204567.jpg,0.0269872713834047,-0.1398646086454391,0.330479621887207,#228B22,,,,,,,,,,,0.3598710908797408,Raimundo,Masculino
309,309,141523,https://dadosabertos.camara.leg.br/api/v2/deputados/141523,Raul Henry,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PE,56,https://www.camara.gov.br/internet/deputado/bandep/141523.jpg,0.3452593982219696,0.1327628791332245,-0.0188253093510866,#006400,,,,,,,,,,,0.370384160579936,Raul,Masculino
310,310,178925,https://dadosabertos.camara.leg.br/api/v2/deputados/178925,Rejane Dias,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PI,56,https://www.camara.gov.br/internet/deputado/bandep/178925.jpg,0.0388681888580322,0.5327788591384888,0.1931114494800567,#FF0000,469.0,290.0,15.0,54.0,207.0,267.0,52.0,354.0,327.0,40.0,0.568028239412709,Rejane,Feminino
311,311,73788,https://dadosabertos.camara.leg.br/api/v2/deputados/73788,Ricardo Barros,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PR,56,https://www.camara.gov.br/internet/deputado/bandep/73788.jpg,-0.218751311302185,-0.1762204766273498,-0.3413715362548828,#00BFFF,72.0,118.0,184.0,194.0,217.0,220.0,234.0,351.0,,,0.4420863245387879,Ricardo,Masculino
312,312,215042,https://dadosabertos.camara.leg.br/api/v2/deputados/215042,Ricardo da Karol,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/215042.jpg,0.0762770175933837,0.2404155284166336,-0.3200547695159912,#2E8B57,,,,,,,,,,,0.407495846858253,Ricardo,Masculino
313,313,204362,https://dadosabertos.camara.leg.br/api/v2/deputados/204362,Ricardo Guidi,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SC,56,https://www.camara.gov.br/internet/deputado/bandep/204362.jpg,-0.0970273837447166,-0.3524710834026336,0.2524676918983459,#BDB76B,220.0,99.0,138.0,234.0,77.0,217.0,176.0,150.0,332.0,318.0,0.4442860714492959,Ricardo,Masculino
314,314,160655,https://dadosabertos.camara.leg.br/api/v2/deputados/160655,Ricardo Izar,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.gov.br/internet/deputado/bandep/160655.jpg,0.1797426789999008,-0.2657814621925354,-0.147402212023735,#FF7F00,,,,,,,,,,,0.3530929458496072,Ricardo,Masculino
315,315,204489,https://dadosabertos.camara.leg.br/api/v2/deputados/204489,Robério Monteiro,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,https://www.camara.gov.br/internet/deputado/bandep/204489.jpg,-0.0069298176094889,0.3281233310699463,0.0923240408301353,#2E8B57,23.0,73.0,208.0,248.0,401.0,498.0,,,,,0.3409349956806177,Robério,Masculino
316,316,160653,https://dadosabertos.camara.leg.br/api/v2/deputados/160653,Roberto de Lucena,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.gov.br/internet/deputado/bandep/160653.jpg,0.2196860164403915,-0.1979082077741623,0.3223660290241241,#FF7F00,180.0,275.0,423.0,,,,,,,,0.4374350936911799,Roberto,Masculino
317,317,204530,https://dadosabertos.camara.leg.br/api/v2/deputados/204530,Rodrigo Agostinho,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,SP,56,https://www.camara.gov.br/internet/deputado/bandep/204530.jpg,-0.0382759645581245,0.4319132566452026,-0.1512013226747512,#FFD700,,,,,,,,,,,0.4592123155004813,Rodrigo,Masculino
318,318,204366,https://dadosabertos.camara.leg.br/api/v2/deputados/204366,Rodrigo Coelho,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SC,56,https://www.camara.gov.br/internet/deputado/bandep/204366.jpg,-0.3078055381774902,-0.1584385186433792,-0.0846820920705795,#228B22,220.0,234.0,37.0,138.0,150.0,99.0,176.0,384.0,332.0,117.0,0.3563959458805513,Rodrigo,Masculino
319,319,141531,https://dadosabertos.camara.leg.br/api/v2/deputados/141531,Rodrigo de Castro,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,MG,56,https://www.camara.gov.br/internet/deputado/bandep/141531.jpg,-0.2368386536836624,-0.0421197898685932,0.106590412557125,#8B4513,72.0,194.0,351.0,,,,,,,,0.2631124106277815,Rodrigo,Masculino
320,320,204480,https://dadosabertos.camara.leg.br/api/v2/deputados/204480,Rogério Correia,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,https://www.camara.gov.br/internet/deputado/bandep/204480.jpg,0.102313682436943,0.3668573796749115,0.324660062789917,#FF0000,137.0,54.0,367.0,34.0,260.0,27.0,40.0,356.0,267.0,469.0,0.5004563747286097,Rogério,Masculino
321,321,160651,https://dadosabertos.camara.leg.br/api/v2/deputados/160651,Rogério Peninha Mendonça,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SC,56,https://www.camara.gov.br/internet/deputado/bandep/160651.jpg,-0.0233531072735786,-0.3850831687450409,-0.0274165347218513,#006400,220.0,332.0,234.0,138.0,176.0,37.0,117.0,150.0,99.0,68.0,0.3867635981400103,Rogério,Masculino
322,322,178861,https://dadosabertos.camara.leg.br/api/v2/deputados/178861,Ronaldo Carletto,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,BA,56,https://www.camara.gov.br/internet/deputado/bandep/178861.jpg,0.1914473921060562,-0.2154218703508377,0.0361409112811088,#00BFFF,194.0,351.0,217.0,184.0,72.0,138.0,384.0,2.0,37.0,201.0,0.2904562818013963,Ronaldo,Masculino
323,323,122466,https://dadosabertos.camara.leg.br/api/v2/deputados/122466,Ronaldo Martins,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,CE,56,https://www.camara.gov.br/internet/deputado/bandep/122466.jpg,-0.0436218790709972,-0.880757212638855,0.0489545464515686,#FF7F00,,,,,,,,,,,0.8831945898652962,Ronaldo,Masculino
324,324,204525,https://dadosabertos.camara.leg.br/api/v2/deputados/204525,Rosana Valle,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.gov.br/internet/deputado/bandep/204525.jpg,0.0657163485884666,0.1141336560249328,0.0968061313033104,#8B0000,,,,,,,,,,,0.1634520020291348,Rosana,Feminino
325,325,73466,https://dadosabertos.camara.leg.br/api/v2/deputados/73466,Rubens Bueno,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,PR,56,https://www.camara.gov.br/internet/deputado/bandep/73466.jpg,0.0631599798798561,0.1560192704200744,0.0516599677503109,#FFC0CB,,,,,,,,,,,0.1760680211418283,Rubens,Masculino
326,326,178887,https://dadosabertos.camara.leg.br/api/v2/deputados/178887,Rubens Pereira Júnior,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MA,56,https://www.camara.gov.br/internet/deputado/bandep/178887.jpg,-0.1222618296742439,0.4752145111560821,-0.1205408051609993,#FF0000,17.0,305.0,451.0,,,,,,,,0.5052790044297011,Rubens,Masculino
327,327,73604,https://dadosabertos.camara.leg.br/api/v2/deputados/73604,Rui Falcão,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,56,https://www.camara.gov.br/internet/deputado/bandep/73604.jpg,0.107760950922966,0.5414720773696899,0.1540279686450958,#FF0000,54.0,27.0,34.0,207.0,310.0,267.0,244.0,469.0,288.0,204.0,0.5731745355821418,Rui,Masculino
328,328,160635,https://dadosabertos.camara.leg.br/api/v2/deputados/160635,Ruy Carneiro,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,PB,56,https://www.camara.gov.br/internet/deputado/bandep/160635.jpg,-0.069355808198452,0.1318195611238479,-0.3239949643611908,#FF1493,,,,,,,,,,,0.3565941134639685,Ruy,Masculino
329,329,204535,https://dadosabertos.camara.leg.br/api/v2/deputados/204535,Sâmia Bomfim,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,56,https://www.camara.gov.br/internet/deputado/bandep/204535.jpg,0.1420980244874954,0.717006266117096,0.0922213569283485,#800080,147.0,362.0,,,,,,,,,0.7367459622475948,Sâmia,Feminino
330,330,178990,https://dadosabertos.camara.leg.br/api/v2/deputados/178990,Samuel Moreira,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,https://www.camara.gov.br/internet/deputado/bandep/178990.jpg,-0.0235531665384769,0.0433615408837795,-0.2599274516105652,#0072C6,,,,,,,,,,,0.2645699434602646,Samuel,Masculino
331,331,204416,https://dadosabertos.camara.leg.br/api/v2/deputados/204416,Sanderson,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RS,56,https://www.camara.gov.br/internet/deputado/bandep/204416.jpg,-0.2007215917110443,-0.4128031134605407,0.0702686533331871,#8B0000,77.0,37.0,220.0,117.0,138.0,176.0,99.0,150.0,118.0,217.0,0.4643632753599178,Sanderson,Masculino
332,332,204387,https://dadosabertos.camara.leg.br/api/v2/deputados/204387,Sargento Fahur,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,56,https://www.camara.gov.br/internet/deputado/bandep/204387.jpg,-0.1105127409100532,-0.3885129690170288,0.1479911208152771,#BDB76B,220.0,176.0,234.0,138.0,99.0,227.0,46.0,37.0,77.0,195.0,0.4301822460748947,Sargento,Masculino
333,333,178921,https://dadosabertos.camara.leg.br/api/v2/deputados/178921,Sebastião Oliveira,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,PE,56,https://www.camara.gov.br/internet/deputado/bandep/178921.jpg,-0.28941610455513,-0.1734865754842758,-0.2914822697639465,#DC143C,,,,,,,,,,,0.445893694770255,Sebastião,Masculino
334,334,204438,https://dadosabertos.camara.leg.br/api/v2/deputados/204438,Sergio Toledo,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,AL,56,https://www.camara.gov.br/internet/deputado/bandep/204438.jpg,0.0911468788981437,0.2184661328792572,-0.5301409959793091,#00FF7F,,,,,,,,,,,0.5805899416679762,Sergio,Masculino
335,335,178961,https://dadosabertos.camara.leg.br/api/v2/deputados/178961,Shéridan,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,RR,56,https://www.camara.gov.br/internet/deputado/bandep/178961.jpg,-0.1838153898715973,0.219863548874855,-0.3192624747753143,#0072C6,,,,,,,,,,,0.4290181878162641,Shéridan,Masculino
336,336,204557,https://dadosabertos.camara.leg.br/api/v2/deputados/204557,Sidney Leite,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,AM,56,https://www.camara.gov.br/internet/deputado/bandep/204557.jpg,-0.4316393435001373,0.0228198412805795,0.0934972241520881,#BDB76B,,,,,,,,,,,0.4422386221684466,Sidney,Masculino
337,337,74356,https://dadosabertos.camara.leg.br/api/v2/deputados/74356,Silas Câmara,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,AM,56,https://www.camara.gov.br/internet/deputado/bandep/74356.jpg,-0.2699959278106689,0.0677228868007659,0.3142617046833038,#FF7F00,,,,,,,,,,,0.4198149705065665,Silas,Masculino
338,338,204360,https://dadosabertos.camara.leg.br/api/v2/deputados/204360,Silvia Cristina,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RO,56,https://www.camara.gov.br/internet/deputado/bandep/204360.jpg,0.1340480148792266,0.0174278859049081,-0.1939229369163513,#8B0000,234.0,220.0,37.0,176.0,138.0,99.0,150.0,298.0,118.0,332.0,0.2363867740852669,Silvia,Feminino
339,339,204425,https://dadosabertos.camara.leg.br/api/v2/deputados/204425,Silvio Costa Filho,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PE,56,https://www.camara.gov.br/internet/deputado/bandep/204425.jpg,-0.0784153789281845,-0.0032886990811675,0.2280685752630233,#FF7F00,423.0,,,,,,,,,,0.2411950708795736,Silvio,Masculino
340,340,178946,https://dadosabertos.camara.leg.br/api/v2/deputados/178946,Soraya Santos,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/178946.jpg,0.1608418524265289,-0.3271101117134094,-0.2572525143623352,#8B0000,220.0,234.0,150.0,99.0,332.0,176.0,37.0,44.0,138.0,227.0,0.4461501796737282,Soraya,Feminino
341,341,178947,https://dadosabertos.camara.leg.br/api/v2/deputados/178947,Sóstenes Cavalcante,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,56,https://www.camara.gov.br/internet/deputado/bandep/178947.jpg,0.4313445389270782,-0.061063677072525,-0.0601690486073493,#8B0000,,,,,,,,,,,0.4397808526188297,Sóstenes,Masculino
