,Unnamed: 0,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,x,y,z,cores
90,90,204542,https://dadosabertos.camara.leg.br/api/v2/deputados/204542,Denis Bezerra,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,CE,56,http://www.camara.gov.br/internet/deputado/bandep/204542.jpg,-0.1855774819850921,0.3680269122123718,0.3594244122505188,#90ee90
91,91,160599,https://dadosabertos.camara.leg.br/api/v2/deputados/160599,Dimas Fabiano,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MG,56,http://www.camara.gov.br/internet/deputado/bandep/160599.jpg,-0.284601479768753,-0.1630656719207763,0.0170791093260049,#008000
92,92,143632,https://dadosabertos.camara.leg.br/api/v2/deputados/143632,Domingos Neto,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,CE,56,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,0.1628642976284027,-0.2651070952415466,0.3764889538288116,#660000
97,97,204351,https://dadosabertos.camara.leg.br/api/v2/deputados/204351,Dr. Luiz Ovando,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MS,56,http://www.camara.gov.br/internet/deputado/bandep/204351.jpg,0.099779836833477,-0.3194824159145355,0.0294754076749086,#008000
99,99,81297,https://dadosabertos.camara.leg.br/api/v2/deputados/81297,Dra. Soraya Manato,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,ES,56,http://www.camara.gov.br/internet/deputado/bandep/81297.jpg,-0.1968959867954254,-0.2108963876962661,0.0713795721530914,#9467bd
100,100,204434,https://dadosabertos.camara.leg.br/api/v2/deputados/204434,Dra. Vanda Milani,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,AC,56,http://www.camara.gov.br/internet/deputado/bandep/204434.jpg,0.1543061882257461,-0.2236474305391311,-0.2572365999221802,#ffa500
103,103,204541,https://dadosabertos.camara.leg.br/api/v2/deputados/204541,Eduardo Bismarck,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,http://www.camara.gov.br/internet/deputado/bandep/204541.jpg,-0.2082164734601974,0.3505510091781616,-0.1702346354722976,#32cd32
105,105,204500,https://dadosabertos.camara.leg.br/api/v2/deputados/204500,Eduardo Costa,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PA,56,http://www.camara.gov.br/internet/deputado/bandep/204500.jpg,0.109664149582386,-0.2787130177021026,0.2843716144561767,#660000
106,106,178977,https://dadosabertos.camara.leg.br/api/v2/deputados/178977,Eduardo Cury,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,0.4016167521476745,0.0495858564972877,-0.1504236161708831,#1f77b4
107,107,141421,https://dadosabertos.camara.leg.br/api/v2/deputados/141421,Eduardo da Fonte,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PE,56,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,0.0988669916987419,0.0850335210561752,-0.1719271838665008,#008000
110,110,154919,https://dadosabertos.camara.leg.br/api/v2/deputados/154919,Eleuses Paiva,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,56,http://www.camara.gov.br/internet/deputado/bandep/154919.jpg,-0.0367178991436958,-0.2839025855064392,0.4799718558788299,#660000
112,112,204389,https://dadosabertos.camara.leg.br/api/v2/deputados/204389,Elias Vaz,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,GO,56,http://www.camara.gov.br/internet/deputado/bandep/204389.jpg,0.2222589552402496,0.3719396293163299,0.2211056351661682,#90ee90
113,113,220008,https://dadosabertos.camara.leg.br/api/v2/deputados/220008,Eliza Virgínia,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PB,56,http://www.camara.gov.br/internet/deputado/bandep/220008.jpg,-0.2462877482175827,-0.7326591610908508,0.2013052105903625,#008000
114,114,132504,https://dadosabertos.camara.leg.br/api/v2/deputados/132504,Enio Verri,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PR,56,http://www.camara.gov.br/internet/deputado/bandep/132504.jpg,-0.023049708455801,0.4018307328224182,0.2634291350841522,#d62728
116,116,160575,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,Erika Kokay,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,DF,56,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,0.178806647658348,0.4821608960628509,0.2085470408201217,#d62728
118,118,178871,https://dadosabertos.camara.leg.br/api/v2/deputados/178871,Evair Vieira de Melo,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,ES,56,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,-0.1917845755815506,-0.2611463367938995,-0.0476819947361946,#008000
119,119,178953,https://dadosabertos.camara.leg.br/api/v2/deputados/178953,Expedito Netto,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RO,56,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,-0.2498887926340103,0.0205231513828039,-0.0731138512492179,#660000
121,121,171623,https://dadosabertos.camara.leg.br/api/v2/deputados/171623,Fabio Reis,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SE,56,http://www.camara.gov.br/internet/deputado/bandep/171623.jpg,0.1801547259092331,-0.1056285500526428,-0.2994779646396637,#660000
123,123,66828,https://dadosabertos.camara.leg.br/api/v2/deputados/66828,Fausto Pinato,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,SP,56,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,0.1457182765007019,0.0007840014877729,-0.1611684411764145,#008000
124,124,72442,https://dadosabertos.camara.leg.br/api/v2/deputados/72442,Felipe Carreras,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PE,56,http://www.camara.gov.br/internet/deputado/bandep/72442.jpg,0.2584899365901947,0.1466609388589859,0.3159250915050506,#90ee90
127,127,160666,https://dadosabertos.camara.leg.br/api/v2/deputados/160666,Félix Mendonça Júnior,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,BA,56,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,0.0678964480757713,0.2975548803806305,0.0199872348457574,#32cd32
128,128,204407,https://dadosabertos.camara.leg.br/api/v2/deputados/204407,Fernanda Melchionna,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RS,56,http://www.camara.gov.br/internet/deputado/bandep/204407.jpg,-0.0794805884361267,0.6435320377349854,0.0395670682191848,#ffcc00
130,130,92699,https://dadosabertos.camara.leg.br/api/v2/deputados/92699,Fernando Monteiro,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PE,56,http://www.camara.gov.br/internet/deputado/bandep/92699.jpg,0.2077573984861374,-0.0850745886564254,-0.116888090968132,#008000
133,133,160598,https://dadosabertos.camara.leg.br/api/v2/deputados/160598,Flávia Morais,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,GO,56,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,-0.3425268232822418,0.2924858629703522,-0.0289076939225196,#32cd32
134,134,191923,https://dadosabertos.camara.leg.br/api/v2/deputados/191923,Flávio Nogueira,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PI,56,http://www.camara.gov.br/internet/deputado/bandep/191923.jpg,0.2639723420143127,0.3932441473007202,-0.0475654043257236,#d62728
135,135,204392,https://dadosabertos.camara.leg.br/api/v2/deputados/204392,Francisco Jr.,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,GO,56,http://www.camara.gov.br/internet/deputado/bandep/204392.jpg,0.1222664713859558,-0.0682694017887115,0.3059679269790649,#660000
136,136,204510,https://dadosabertos.camara.leg.br/api/v2/deputados/204510,Franco Cartafina,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MG,56,http://www.camara.gov.br/internet/deputado/bandep/204510.jpg,0.1212052330374717,-0.2881803214550018,0.0685058981180191,#008000
137,137,204393,https://dadosabertos.camara.leg.br/api/v2/deputados/204393,Frei Anastacio Ribeiro,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PB,56,http://www.camara.gov.br/internet/deputado/bandep/204393.jpg,0.0701480880379676,0.4587653875350952,0.2101150453090667,#d62728
141,141,204394,https://dadosabertos.camara.leg.br/api/v2/deputados/204394,Gervásio Maia,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PB,56,http://www.camara.gov.br/internet/deputado/bandep/204394.jpg,0.3437914252281189,0.3709413409233093,0.2498974055051803,#90ee90
147,147,152605,https://dadosabertos.camara.leg.br/api/v2/deputados/152605,Glauber Braga,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RJ,56,http://www.camara.gov.br/internet/deputado/bandep/152605.jpg,0.1745557487010955,0.6626197099685669,-0.0206523276865482,#ffcc00
148,148,74419,https://dadosabertos.camara.leg.br/api/v2/deputados/74419,Gonzaga Patriota,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PE,56,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,0.2001863420009613,0.4168877303600311,-0.1983414441347122,#90ee90
149,149,204513,https://dadosabertos.camara.leg.br/api/v2/deputados/204513,Guiga Peixoto,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,SP,56,http://www.camara.gov.br/internet/deputado/bandep/204513.jpg,-0.2079461961984634,-0.0607659108936786,-0.1578423082828521,#8c564b
151,151,73460,https://dadosabertos.camara.leg.br/api/v2/deputados/73460,Gustavo Fruet,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,PR,56,http://www.camara.gov.br/internet/deputado/bandep/73460.jpg,0.4461017847061157,0.1705254465341568,0.0677507072687149,#32cd32
155,155,178873,https://dadosabertos.camara.leg.br/api/v2/deputados/178873,Helder Salomão,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,ES,56,http://www.camara.gov.br/internet/deputado/bandep/178873.jpg,0.0047126202844083,0.4933435916900635,-0.0376049093902111,#d62728
158,158,73482,https://dadosabertos.camara.leg.br/api/v2/deputados/73482,Henrique Fontana,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,56,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg,-0.2595929205417633,0.4874935746192932,0.1948490440845489,#d62728
162,162,178959,https://dadosabertos.camara.leg.br/api/v2/deputados/178959,Hiran Gonçalves,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RR,56,http://www.camara.gov.br/internet/deputado/bandep/178959.jpg,0.0900598093867302,-0.4401775598526001,-0.217537060379982,#008000
163,163,141450,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,Hugo Leal,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,http://www.camara.gov.br/internet/deputado/bandep/141450.jpg,0.1847905069589615,-0.1447491198778152,0.1847719550132751,#660000
165,165,204533,https://dadosabertos.camara.leg.br/api/v2/deputados/204533,Idilvan Alencar,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,http://www.camara.gov.br/internet/deputado/bandep/204533.jpg,0.3102459609508514,0.2755472064018249,-0.0352439619600772,#32cd32
167,167,73531,https://dadosabertos.camara.leg.br/api/v2/deputados/73531,Ivan Valente,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,56,http://www.camara.gov.br/internet/deputado/bandep/73531.jpg,0.1694556027650833,0.5889586806297302,-0.0210782792419195,#ffcc00
168,168,108338,https://dadosabertos.camara.leg.br/api/v2/deputados/108338,Jaqueline Cassol,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RO,56,http://www.camara.gov.br/internet/deputado/bandep/108338.jpg,0.3317680954933166,-0.2899195551872253,-0.0571887157857418,#008000
170,170,204435,https://dadosabertos.camara.leg.br/api/v2/deputados/204435,Jesus Sérgio,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,AC,56,http://www.camara.gov.br/internet/deputado/bandep/204435.jpg,-0.374140590429306,0.2920350730419159,0.1031410694122314,#32cd32
173,173,178970,https://dadosabertos.camara.leg.br/api/v2/deputados/178970,João Daniel,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SE,56,http://www.camara.gov.br/internet/deputado/bandep/178970.jpg,0.3774382472038269,0.3229347467422485,0.1186170727014541,#d62728
178,178,204546,https://dadosabertos.camara.leg.br/api/v2/deputados/204546,Joice Hasselmann,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,http://www.camara.gov.br/internet/deputado/bandep/204546.jpg,-0.1225857660174369,0.0427133403718471,0.3800310492515564,#1f77b4
179,179,217480,https://dadosabertos.camara.leg.br/api/v2/deputados/217480,Jones Moura,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,http://www.camara.gov.br/internet/deputado/bandep/217480.jpg,-0.1575038135051727,0.0164030864834785,-0.0541553907096385,#660000
181,181,178857,https://dadosabertos.camara.leg.br/api/v2/deputados/178857,Jorge Solla,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,http://www.camara.gov.br/internet/deputado/bandep/178857.jpg,0.2738705575466156,0.4863131046295166,0.069200798869133,#d62728
182,182,141464,https://dadosabertos.camara.leg.br/api/v2/deputados/141464,José Airton Félix Cirilo,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,56,http://www.camara.gov.br/internet/deputado/bandep/141464.jpg,0.3540632724761963,0.4285619556903839,0.0427713021636009,#d62728
183,183,141470,https://dadosabertos.camara.leg.br/api/v2/deputados/141470,José Guimarães,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,56,http://www.camara.gov.br/internet/deputado/bandep/141470.jpg,0.2060562521219253,0.5141986608505249,-0.0317893214523792,#d62728
187,187,204555,https://dadosabertos.camara.leg.br/api/v2/deputados/204555,José Ricardo,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,AM,56,http://www.camara.gov.br/internet/deputado/bandep/204555.jpg,-0.1569466888904571,0.5130916833877563,0.2624818384647369,#d62728
189,189,215043,https://dadosabertos.camara.leg.br/api/v2/deputados/215043,Josivaldo JP,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,MA,56,http://www.camara.gov.br/internet/deputado/bandep/215043.jpg,0.3447937071323395,-0.0861381441354751,-0.0268481578677892,#660000
191,191,74317,https://dadosabertos.camara.leg.br/api/v2/deputados/74317,Júlio Cesar,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PI,56,http://www.camara.gov.br/internet/deputado/bandep/74317.jpg,-0.1422000378370285,-0.1597127169370651,0.4004813134670257,#660000
193,193,73586,https://dadosabertos.camara.leg.br/api/v2/deputados/73586,Júlio Delgado,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,MG,56,http://www.camara.gov.br/internet/deputado/bandep/73586.jpg,0.0016958544729277,0.4331642985343933,-0.0970512330532074,#e377c2
196,196,204497,https://dadosabertos.camara.leg.br/api/v2/deputados/204497,Júnior Ferrari,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PA,56,http://www.camara.gov.br/internet/deputado/bandep/204497.jpg,0.1457991003990173,-0.0575620047748088,0.0461027286946773,#660000
199,199,151208,https://dadosabertos.camara.leg.br/api/v2/deputados/151208,Laercio Oliveira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,SE,56,http://www.camara.gov.br/internet/deputado/bandep/151208.jpg,-0.3536989390850067,-0.1501480340957641,0.016682306304574,#008000
201,201,160534,https://dadosabertos.camara.leg.br/api/v2/deputados/160534,Lauriete,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,ES,56,http://www.camara.gov.br/internet/deputado/bandep/160534.jpg,-0.1583861857652664,0.0029843063093721,-0.0530656687915325,#8c564b
202,202,141480,https://dadosabertos.camara.leg.br/api/v2/deputados/141480,Lázaro Botelho,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,TO,56,http://www.camara.gov.br/internet/deputado/bandep/141480.jpg,-0.0726084038615226,-0.6659497618675232,0.192217156291008,#008000
203,203,178832,https://dadosabertos.camara.leg.br/api/v2/deputados/178832,Leandre,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,56,http://www.camara.gov.br/internet/deputado/bandep/178832.jpg,-0.4482587277889251,0.0315048024058342,0.088597796857357,#660000
204,204,178825,https://dadosabertos.camara.leg.br/api/v2/deputados/178825,Leo de Brito,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,AC,56,http://www.camara.gov.br/internet/deputado/bandep/178825.jpg,-0.0168757382780313,0.5724201202392578,0.141099065542221,#d62728
207,207,74156,https://dadosabertos.camara.leg.br/api/v2/deputados/74156,Leonardo Monteiro,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,http://www.camara.gov.br/internet/deputado/bandep/74156.jpg,-0.2393824458122253,0.5544784665107727,0.0493738763034343,#d62728
208,208,74299,https://dadosabertos.camara.leg.br/api/v2/deputados/74299,Leônidas Cristino,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,http://www.camara.gov.br/internet/deputado/bandep/74299.jpg,-0.1318301558494568,0.2816314101219177,0.2084748297929763,#32cd32
212,212,219592,https://dadosabertos.camara.leg.br/api/v2/deputados/219592,Lucas Follador,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,RO,56,http://www.camara.gov.br/internet/deputado/bandep/219592.jpg,-0.0421373471617698,-0.5001789927482605,0.4265232980251312,#8c564b
214,214,204404,https://dadosabertos.camara.leg.br/api/v2/deputados/204404,Lucas Redecker,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,RS,56,http://www.camara.gov.br/internet/deputado/bandep/204404.jpg,0.3003855049610138,-0.2971047461032867,0.1872726827859878,#1f77b4
215,215,178931,https://dadosabertos.camara.leg.br/api/v2/deputados/178931,Luciano Ducci,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PR,56,http://www.camara.gov.br/internet/deputado/bandep/178931.jpg,-0.0920173302292823,0.2963230609893799,-0.2091379314661026,#90ee90
217,217,204448,https://dadosabertos.camara.leg.br/api/v2/deputados/204448,Luiz Antônio Corrêa,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,56,http://www.camara.gov.br/internet/deputado/bandep/204448.jpg,-0.1504872143268585,-0.13889080286026,-0.1309325546026229,#008000
218,218,160645,https://dadosabertos.camara.leg.br/api/v2/deputados/160645,Luiz Carlos,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AP,56,http://www.camara.gov.br/internet/deputado/bandep/160645.jpg,-0.0282280277460813,-0.253048300743103,0.4097674489021301,#1f77b4
221,221,162332,https://dadosabertos.camara.leg.br/api/v2/deputados/162332,Luiz Nishimori,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,56,http://www.camara.gov.br/internet/deputado/bandep/162332.jpg,-0.0272297244518995,-0.3149532973766327,0.0894324705004692,#660000
223,223,74784,https://dadosabertos.camara.leg.br/api/v2/deputados/74784,Luiza Erundina,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,56,http://www.camara.gov.br/internet/deputado/bandep/74784.jpg,0.0075611257925629,0.6494026184082031,-0.1551978439092636,#ffcc00
224,224,178866,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,Luizianne Lins,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,56,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg,-0.1061498895287513,0.5783774256706238,0.1826448440551757,#d62728
230,230,204433,https://dadosabertos.camara.leg.br/api/v2/deputados/204433,Marcelo Calero,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,http://www.camara.gov.br/internet/deputado/bandep/204433.jpg,0.3038123250007629,0.0833575427532196,0.240895465016365,#660000
231,231,76874,https://dadosabertos.camara.leg.br/api/v2/deputados/76874,Marcelo Freixo,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RJ,56,http://www.camara.gov.br/internet/deputado/bandep/76874.jpg,0.0761398896574974,0.4090805053710937,0.3038017153739929,#90ee90
233,233,204556,https://dadosabertos.camara.leg.br/api/v2/deputados/204556,Marcelo Ramos,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,AM,56,http://www.camara.gov.br/internet/deputado/bandep/204556.jpg,0.0672969371080398,0.2601341307163238,-0.2239985167980194,#660000
239,239,204522,https://dadosabertos.camara.leg.br/api/v2/deputados/204522,Marco Bertaiolli,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,56,http://www.camara.gov.br/internet/deputado/bandep/204522.jpg,0.1390931904315948,0.0416365377604961,-0.1487231254577636,#660000
240,240,160535,https://dadosabertos.camara.leg.br/api/v2/deputados/160535,Marcon,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,56,http://www.camara.gov.br/internet/deputado/bandep/160535.jpg,0.2680781483650207,0.4975017607212066,0.2654343545436859,#d62728
241,241,204431,https://dadosabertos.camara.leg.br/api/v2/deputados/204431,Marcos Aurélio Sampaio,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PI,56,http://www.camara.gov.br/internet/deputado/bandep/204431.jpg,0.1352636069059372,-0.056104626506567,-0.180326297879219,#660000
243,243,204430,https://dadosabertos.camara.leg.br/api/v2/deputados/204430,Margarete Coelho,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,56,http://www.camara.gov.br/internet/deputado/bandep/204430.jpg,0.056307666003704,-0.1280350238084793,-0.114568218588829,#008000
244,244,74398,https://dadosabertos.camara.leg.br/api/v2/deputados/74398,Maria do Rosário,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,56,http://www.camara.gov.br/internet/deputado/bandep/74398.jpg,0.0588971562683582,0.5057187080383301,-0.2239329367876052,#d62728
248,248,74158,https://dadosabertos.camara.leg.br/api/v2/deputados/74158,Mário Heringer,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,MG,56,http://www.camara.gov.br/internet/deputado/bandep/74158.jpg,-0.1852422952651977,0.2057664394378662,0.3588964641094208,#32cd32
249,249,178858,https://dadosabertos.camara.leg.br/api/v2/deputados/178858,Mário Negromonte Jr.,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,BA,56,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,-0.3438656330108642,-0.3149718344211578,-0.05402422696352,#008000
251,251,178843,https://dadosabertos.camara.leg.br/api/v2/deputados/178843,Marx Beltrão,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AL,56,http://www.camara.gov.br/internet/deputado/bandep/178843.jpg,-0.006030882243067,0.051154188811779,0.1275428235530853,#008000
253,253,204486,https://dadosabertos.camara.leg.br/api/v2/deputados/204486,Mauro Benevides Filho,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,http://www.camara.gov.br/internet/deputado/bandep/204486.jpg,-0.1552667319774627,0.2559677064418793,0.3675181567668915,#32cd32
254,254,74749,https://dadosabertos.camara.leg.br/api/v2/deputados/74749,Mauro Lopes,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MG,56,http://www.camara.gov.br/internet/deputado/bandep/74749.jpg,-0.1194934844970703,-0.0266573745757341,-0.3409356474876404,#008000
255,255,141508,https://dadosabertos.camara.leg.br/api/v2/deputados/141508,Mauro Nazif,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RO,56,http://www.camara.gov.br/internet/deputado/bandep/141508.jpg,0.2003784477710724,0.3620761930942535,-0.0573569759726524,#90ee90
256,256,188097,https://dadosabertos.camara.leg.br/api/v2/deputados/188097,Merlong Solano,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PI,56,http://www.camara.gov.br/internet/deputado/bandep/188097.jpg,0.3406428396701813,0.3276765048503876,0.0725189745426178,#d62728
259,259,178895,https://dadosabertos.camara.leg.br/api/v2/deputados/178895,Misael Varella,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,MG,56,http://www.camara.gov.br/internet/deputado/bandep/178895.jpg,0.2909218370914459,-0.2425601780414581,0.2209440022706985,#660000
260,260,204453,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,Natália Bonavides,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RN,56,http://www.camara.gov.br/internet/deputado/bandep/204453.jpg,0.3133203685283661,0.4556366801261902,0.0627870261669159,#d62728
262,262,204415,https://dadosabertos.camara.leg.br/api/v2/deputados/204415,Nereu Crispim,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RS,56,http://www.camara.gov.br/internet/deputado/bandep/204415.jpg,0.27153080701828,-0.064895249903202,0.2766057848930359,#660000
263,263,146307,https://dadosabertos.camara.leg.br/api/v2/deputados/146307,Neri Geller,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MT,56,http://www.camara.gov.br/internet/deputado/bandep/146307.jpg,-0.3253973722457886,-0.0760348960757255,-0.3376008868217468,#008000
266,266,74352,https://dadosabertos.camara.leg.br/api/v2/deputados/74352,Nilson Pinto,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,PA,56,http://www.camara.gov.br/internet/deputado/bandep/74352.jpg,-0.2309760451316833,0.0105142975226044,0.0470016673207283,#1f77b4
267,267,178986,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,Nilto Tatto,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,56,http://www.camara.gov.br/internet/deputado/bandep/178986.jpg,0.2973250150680542,0.4672181606292724,0.1239961087703704,#d62728
268,268,66179,https://dadosabertos.camara.leg.br/api/v2/deputados/66179,Norma Ayub,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,ES,56,http://www.camara.gov.br/internet/deputado/bandep/66179.jpg,-0.1850084513425827,-0.2685166895389557,-0.1100178956985473,#008000
269,269,74159,https://dadosabertos.camara.leg.br/api/v2/deputados/74159,Odair Cunha,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,http://www.camara.gov.br/internet/deputado/bandep/74159.jpg,0.1059041246771812,0.4492050111293793,-0.1068951413035392,#d62728
273,273,73463,https://dadosabertos.camara.leg.br/api/v2/deputados/73463,Osmar Serraglio,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PR,56,http://www.camara.gov.br/internet/deputado/bandep/73463.jpg,-0.1139508187770843,-0.3653894066810608,0.0269024781882762,#008000
276,276,204573,https://dadosabertos.camara.leg.br/api/v2/deputados/204573,Otto Alencar Filho,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,http://www.camara.gov.br/internet/deputado/bandep/204573.jpg,-0.2839244604110718,0.2232314199209213,-0.0084713231772184,#660000
279,279,74160,https://dadosabertos.camara.leg.br/api/v2/deputados/74160,Patrus Ananias,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,http://www.camara.gov.br/internet/deputado/bandep/74160.jpg,0.0692239850759506,0.5592209100723267,-0.0991147458553314,#d62728
281,281,171617,https://dadosabertos.camara.leg.br/api/v2/deputados/171617,Paulão,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,AL,56,http://www.camara.gov.br/internet/deputado/bandep/171617.jpg,-0.0172029864042997,0.5133599638938904,-0.0753992795944213,#d62728
282,282,141516,https://dadosabertos.camara.leg.br/api/v2/deputados/141516,Paulo Abi-Ackel,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MG,56,http://www.camara.gov.br/internet/deputado/bandep/141516.jpg,-0.4208488166332245,0.0278550721704959,-0.2387405335903167,#1f77b4
