Unnamed: 0,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,x,y,z,cores,first_name,gender
0,178835,https://dadosabertos.camara.leg.br/api/v2/deputados/178835,Afonso Motta,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RS,57,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg,-0.0011268655071035,-0.0017452227184548,-0.0062545035034418,#2E8B57,Afonso,Masculino
1,220576,https://dadosabertos.camara.leg.br/api/v2/deputados/220576,Alfredo Gaspar,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,AL,57,https://www.camara.leg.br/internet/deputado/bandep/220576.jpg,-0.0081032197922468,-0.0061304559931159,-0.0037418578285723,#8B4513,Alfredo,Masculino
2,69871,https://dadosabertos.camara.leg.br/api/v2/deputados/69871,Bacelar,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,BA,57,https://www.camara.leg.br/internet/deputado/bandep/69871.jpg,-0.0134397875517606,-0.0019491923740133,-0.0083735221996903,#00FF7F,Bacelar,Masculino
3,204572,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,Capitão Alberto Neto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,AM,57,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg,-0.0101912580430507,-0.0106512904167175,0.0080964509397745,#8B0000,Capitão,Masculino
4,204460,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,Carlos Jordy,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg,-0.0109892589971423,-0.0061745606362819,0.0096894148737192,#8B0000,Carlos,Masculino
5,204426,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,Carlos Veras,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PE,57,https://www.camara.leg.br/internet/deputado/bandep/204426.jpg,-0.0017538928659632,0.0030756446067243,0.0037927106022834,#FF0000,Carlos,Masculino
6,204369,https://dadosabertos.camara.leg.br/api/v2/deputados/204369,Caroline de Toni,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SC,57,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg,-0.0175398383289575,-0.0088761197403073,0.0041254917159676,#8B0000,Caroline,Feminino
7,220595,https://dadosabertos.camara.leg.br/api/v2/deputados/220595,Coronel Fernanda,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MT,57,https://www.camara.leg.br/internet/deputado/bandep/220595.jpg,-0.0035357801243662,-0.0088768228888511,0.0071706823073327,#8B0000,Coronel,Masculino
8,220561,https://dadosabertos.camara.leg.br/api/v2/deputados/220561,Delegada Katarina,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SE,57,https://www.camara.leg.br/internet/deputado/bandep/220561.jpg,0.0010218425886705,0.0111395856365561,-0.003623958909884,#BDB76B,Delegada,Feminino
9,204512,https://dadosabertos.camara.leg.br/api/v2/deputados/204512,Delegado Marcelo Freitas,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,MG,57,https://www.camara.leg.br/internet/deputado/bandep/204512.jpg,0.0018905580509454,-0.0005324415396898,-0.0001054673193721,#8B4513,Delegado,Masculino
10,220619,https://dadosabertos.camara.leg.br/api/v2/deputados/220619,Delegado Ramagem,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/220619.jpg,-0.0043220003135502,-0.0037112592253834,0.0080876052379608,#8B0000,Delegado,Masculino
11,220705,https://dadosabertos.camara.leg.br/api/v2/deputados/220705,Deltan Dallagnol,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,PR,57,https://www.camara.leg.br/internet/deputado/bandep/220705.jpg,-0.0109464973211288,-0.0029953918419778,-0.0074350428767502,#228B22,Deltan,Masculino
12,220691,https://dadosabertos.camara.leg.br/api/v2/deputados/220691,Diego Coronel,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,57,https://www.camara.leg.br/internet/deputado/bandep/220691.jpg,-0.0030943900346755,0.0026106417644768,-0.0157111696898937,#BDB76B,Diego,Masculino
